MeterName,MeterCategory,MeterSubCategory,SKU,Offering,License,Version,Region,Rate
D11/DS11,Virtual Machines,D/DS Series Windows,D11,Standard,Windows,,EU West,203.67000000000002
D11/DS11,Virtual Machines,D/DS Series Windows,D11,Standard,Windows,,US East,192.72
D11/DS11,Virtual Machines,D/DS Series Windows,D11,Standard,Windows,,US West,192.72
D11/DS11,Virtual Machines,D/DS Series,D11,Standard,BYOL,,AP Southeast,153.29999999999998
D11/DS11,Virtual Machines,D/DS Series,D11,Standard,BYOL,,AP East,176.66
D12/DS12,Virtual Machines,D/DS Series Windows,D12,Standard,Windows,,AP East,513.1899999999999
D12/DS12,Virtual Machines,D/DS Series,D12,Standard,BYOL,,EU West,322.66
D12/DS12,Virtual Machines,D/DS Series Windows,D12,Standard,Windows,,US East,385.44
D12/DS12,Virtual Machines,D/DS Series,D12,Standard,BYOL,,US East 2,253.30999999999997
D12/DS12,Virtual Machines,D/DS Series Windows,D12,Standard,Windows,,US East 2,354.78
D12/DS12,Virtual Machines,D/DS Series,D12,Standard,BYOL,,US East,281.78000000000003
D12/DS12,Virtual Machines,D/DS Series Windows,D12,Standard,Windows,,AP Southeast,446.76
D12/DS12,Virtual Machines,D/DS Series Windows,D12,Standard,Windows,,EU North,354.78
D12/DS12,Virtual Machines,D/DS Series Windows,D12,Standard,Windows,,EU West,408.07000000000005
D12/DS12,Virtual Machines,D/DS Series,D12,Standard,BYOL,,EU North,281.78000000000003
D12/DS12,Virtual Machines,D/DS Series Windows,D12,Standard,Windows,,US West,385.44
D12/DS12,Virtual Machines,D/DS Series,D12,Standard,BYOL,,US West,281.78000000000003
D12/DS12,Virtual Machines,D/DS Series,D12,Standard,BYOL,,AP Southeast,306.59999999999997
D12/DS12,Virtual Machines,D/DS Series,D12,Standard,BYOL,,AP East,352.59
D13/DS13,Virtual Machines,D/DS Series Windows,D13,Standard,Windows,,US East,770.88
D13/DS13,Virtual Machines,D/DS Series Windows,D13,Standard,Windows,,EU West,816.1400000000001
D13/DS13,Virtual Machines,D/DS Series Windows,D13,Standard,Windows,,US East 2,709.56
D13/DS13,Virtual Machines,D/DS Series,D13,Standard,BYOL,,US West,562.83
D13/DS13,Virtual Machines,D/DS Series Windows,D13,Standard,Windows,,US West,770.88
D13/DS13,Virtual Machines,D/DS Series Windows,D13,Standard,Windows,,EU North,709.56
D13/DS13,Virtual Machines,D/DS Series,D13,Standard,BYOL,,US East 2,506.61999999999995
D13/DS13,Virtual Machines,D/DS Series,D13,Standard,BYOL,,EU West,646.05
D13/DS13,Virtual Machines,D/DS Series Windows,D13,Standard,Windows,,AP Southeast,893.52
D13/DS13,Virtual Machines,D/DS Series Windows,D13,Standard,Windows,,AP East,1027.1100000000001
D13/DS13,Virtual Machines,D/DS Series,D13,Standard,BYOL,,EU North,562.83
D13/DS13,Virtual Machines,D/DS Series,D13,Standard,BYOL,,US East,562.83
D13/DS13,Virtual Machines,D/DS Series,D13,Standard,BYOL,,AP East,705.18
D13/DS13,Virtual Machines,D/DS Series,D13,Standard,BYOL,,AP Southeast,613.1999999999999
D14/DS14,Virtual Machines,D/DS Series Windows,D14,Standard,Windows,,EU West,1632.2800000000002
D14/DS14,Virtual Machines,D/DS Series,D14,Standard,BYOL,,AP East,1410.36
D14/DS14,Virtual Machines,D/DS Series Windows,D14,Standard,Windows,,US East 2,1419.12
D14/DS14,Virtual Machines,D/DS Series Windows,D14,Standard,Windows,,US East,1541.0300000000002
D14/DS14,Virtual Machines,D/DS Series Windows,D14,Standard,Windows,,AP Southeast,1786.31
D14/DS14,Virtual Machines,D/DS Series Windows,D14,Standard,Windows,,EU North,1419.12
D14/DS14,Virtual Machines,D/DS Series Windows,D14,Standard,Windows,,AP East,2054.2200000000003
D14/DS14,Virtual Machines,D/DS Series,D14,Standard,BYOL,,AP Southeast,1226.3999999999999
D14/DS14,Virtual Machines,D/DS Series Windows,D14,Standard,Windows,,US West,1541.0300000000002
D14/DS14,Virtual Machines,D/DS Series,D14,Standard,BYOL,,EU West,1291.37
D14/DS14,Virtual Machines,D/DS Series,D14,Standard,BYOL,,US West,1125.66
D14/DS14,Virtual Machines,D/DS Series,D14,Standard,BYOL,,US East 2,1012.51
D14/DS14,Virtual Machines,D/DS Series,D14,Standard,BYOL,,EU North,1125.66
D14/DS14,Virtual Machines,D/DS Series,D14,Standard,BYOL,,US East,1125.66
D2/DS2,Virtual Machines,D/DS Series,D2,Standard,BYOL,,US East,112.42
D2/DS2,Virtual Machines,D/DS Series,D2,Standard,BYOL,,US East 2,97.82000000000001
D2/DS2,Virtual Machines,D/DS Series,D2,Standard,BYOL,,EU North,106.58
D2/DS2,Virtual Machines,D/DS Series,D2,Standard,BYOL,,AP East,164.25
D2/DS2,Virtual Machines,D/DS Series Windows,D2,Standard,Windows,,US East,204.4
D2/DS2,Virtual Machines,D/DS Series,D2,Standard,BYOL,,AP Southeast,143.08
D2/DS2,Virtual Machines,D/DS Series,D2,Standard,BYOL,,US West,112.42
D2/DS2,Virtual Machines,D/DS Series Windows,D2,Standard,Windows,,EU North,188.34
D2/DS2,Virtual Machines,D/DS Series,D2,Standard,BYOL,,EU West,122.64
D2/DS2,Virtual Machines,D/DS Series Windows,D2,Standard,Windows,,US West,204.4
D2/DS2,Virtual Machines,D/DS Series Windows,D2,Standard,Windows,,US East 2,189.8
D2/DS2,Virtual Machines,D/DS Series Windows,D2,Standard,Windows,,AP East,270.1
D2/DS2,Virtual Machines,D/DS Series Windows,D2,Standard,Windows,,AP Southeast,235.06
D2/DS2,Virtual Machines,D/DS Series Windows,D2,Standard,Windows,,EU West,216.81
D3/DS3,Virtual Machines,D/DS Series Windows,D3,Standard,Windows,,EU North,376.68
D3/DS3,Virtual Machines,D/DS Series Windows,D3,Standard,Windows,,AP East,540.93
D3/DS3,Virtual Machines,D/DS Series,D3,Standard,BYOL,,US East 2,195.64000000000001
D3/DS3,Virtual Machines,D/DS Series,D3,Standard,BYOL,,EU West,245.28
D3/DS3,Virtual Machines,D/DS Series Windows,D3,Standard,Windows,,US East 2,379.6
D3/DS3,Virtual Machines,D/DS Series,D3,Standard,BYOL,,AP East,329.23
D3/DS3,Virtual Machines,D/DS Series Windows,D3,Standard,Windows,,AP Southeast,470.12
D3/DS3,Virtual Machines,D/DS Series,D3,Standard,BYOL,,EU North,213.16
D3/DS3,Virtual Machines,D/DS Series Windows,D3,Standard,Windows,,EU West,432.89
D3/DS3,Virtual Machines,D/DS Series,D3,Standard,BYOL,,AP Southeast,286.16
D3/DS3,Virtual Machines,D/DS Series,D3,Standard,BYOL,,US East,224.84
D3/DS3,Virtual Machines,D/DS Series Windows,D3,Standard,Windows,,US East,408.8
D3/DS3,Virtual Machines,D/DS Series,D3,Standard,BYOL,,US West,224.84
D3/DS3,Virtual Machines,D/DS Series Windows,D3,Standard,Windows,,US West,408.8
D4/DS4,Virtual Machines,D/DS Series,D4,Standard,BYOL,,EU North,426.32
D4/DS4,Virtual Machines,D/DS Series,D4,Standard,BYOL,,US West,449.68
D4/DS4,Virtual Machines,D/DS Series Windows,D4,Standard,Windows,,AP Southeast,940.24
D4/DS4,Virtual Machines,D/DS Series,D4,Standard,BYOL,,AP Southeast,572.32
D4/DS4,Virtual Machines,D/DS Series Windows,D4,Standard,Windows,,EU West,866.51
D4/DS4,Virtual Machines,D/DS Series,D4,Standard,BYOL,,US East,449.68
D4/DS4,Virtual Machines,D/DS Series,D4,Standard,BYOL,,AP East,658.46
D4/DS4,Virtual Machines,D/DS Series,D4,Standard,BYOL,,EU West,490.56
D4/DS4,Virtual Machines,D/DS Series Windows,D4,Standard,Windows,,AP East,1081.13
D4/DS4,Virtual Machines,D/DS Series Windows,D4,Standard,Windows,,US East 2,759.2
D4/DS4,Virtual Machines,D/DS Series Windows,D4,Standard,Windows,,EU North,753.36
D4/DS4,Virtual Machines,D/DS Series Windows,D4,Standard,Windows,,US East,817.6
D4/DS4,Virtual Machines,D/DS Series,D4,Standard,BYOL,,US East 2,391.28000000000003
D4/DS4,Virtual Machines,D/DS Series Windows,D4,Standard,Windows,,US West,817.6
DC2s,Virtual Machines,DCS Series,DC2s,Standard,BYOL,,EU West,187.61
DC2s,Virtual Machines,DCS Series Windows,DC2s,Standard,Windows,,EU West,221.19
DC2s,Virtual Machines,DCS Series,DC2s,Standard,BYOL,,US East,144.54000000000002
DC2s,Virtual Machines,DCS Series Windows,DC2s,Standard,Windows,,US East,178.12
DC4s,Virtual Machines,DCS Series,DC4s,Standard,BYOL,,EU West,375.22
DC4s,Virtual Machines,DCS Series Windows,DC4s,Standard,Windows,,US East,355.51
DC4s,Virtual Machines,DCS Series,DC4s,Standard,BYOL,,US East,288.35
DC4s,Virtual Machines,DCS Series Windows,DC4s,Standard,Windows,,EU West,442.38
D1/DS1,Virtual Machines,D/DS Series Windows,DS1,Standard,Windows,,US West,102.2
D1/DS1,Virtual Machines,D/DS Series Windows,DS1,Standard,Windows,,US East 2,94.9
D1/DS1,Virtual Machines,D/DS Series,DS1,Standard,BYOL,,EU North,53.29
D1/DS1,Virtual Machines,D/DS Series,DS1,Standard,BYOL,,EU West,61.32
D1/DS1,Virtual Machines,D/DS Series,DS1,Standard,BYOL,,US East,56.21
D1/DS1,Virtual Machines,D/DS Series Windows,DS1,Standard,Windows,,EU North,94.17
D1/DS1,Virtual Machines,D/DS Series Windows,DS1,Standard,Windows,,AP Southeast,117.53
D1/DS1,Virtual Machines,D/DS Series Windows,DS1,Standard,Windows,,US East,102.2
D1/DS1,Virtual Machines,D/DS Series,DS1,Standard,BYOL,,AP Southeast,71.54
D1/DS1,Virtual Machines,D/DS Series,DS1,Standard,BYOL,,AP East,82.49000000000001
D1/DS1,Virtual Machines,D/DS Series,DS1,Standard,BYOL,,US East 2,48.910000000000004
D1/DS1,Virtual Machines,D/DS Series Windows,DS1,Standard,Windows,,EU West,108.03999999999999
D1/DS1,Virtual Machines,D/DS Series Windows,DS1,Standard,Windows,,AP East,135.05
D1/DS1,Virtual Machines,D/DS Series,DS1,Standard,BYOL,,US West,56.21
D11/DS11,Virtual Machines,D/DS Series Windows,DS11,Standard,Windows,,AP Southeast,223.38
D11/DS11,Virtual Machines,D/DS Series,DS11,Standard,BYOL,,US East 2,126.28999999999999
D11/DS11,Virtual Machines,D/DS Series Windows,DS11,Standard,Windows,,AP East,256.96
D11/DS11,Virtual Machines,D/DS Series,DS11,Standard,BYOL,,EU North,140.89000000000001
D11/DS11,Virtual Machines,D/DS Series Windows,DS11,Standard,Windows,,EU North,177.39
D11/DS11,Virtual Machines,D/DS Series Windows,DS11,Standard,Windows,,US East 2,177.39
D11/DS11,Virtual Machines,D/DS Series,DS11,Standard,BYOL,,US East,140.89000000000001
D11/DS11,Virtual Machines,D/DS Series,DS11,Standard,BYOL,,EU West,161.33
D11/DS11,Virtual Machines,D/DS Series,DS11,Standard,BYOL,,US West,140.89000000000001
D11/DS11,Virtual Machines,D/DS Series Windows,DS11,Standard,Windows,,EU West,203.67000000000002
D11/DS11,Virtual Machines,D/DS Series Windows,DS11,Standard,Windows,,US East,192.72
D11/DS11,Virtual Machines,D/DS Series Windows,DS11,Standard,Windows,,US West,192.72
D11/DS11,Virtual Machines,D/DS Series,DS11,Standard,BYOL,,AP Southeast,153.29999999999998
D11/DS11,Virtual Machines,D/DS Series,DS11,Standard,BYOL,,AP East,176.66
D12/DS12,Virtual Machines,D/DS Series Windows,DS12,Standard,Windows,,AP East,513.1899999999999
D12/DS12,Virtual Machines,D/DS Series,DS12,Standard,BYOL,,EU West,322.66
D12/DS12,Virtual Machines,D/DS Series Windows,DS12,Standard,Windows,,US East,385.44
D12/DS12,Virtual Machines,D/DS Series,DS12,Standard,BYOL,,US East 2,253.30999999999997
D12/DS12,Virtual Machines,D/DS Series Windows,DS12,Standard,Windows,,US East 2,354.78
D12/DS12,Virtual Machines,D/DS Series,DS12,Standard,BYOL,,US East,281.78000000000003
D12/DS12,Virtual Machines,D/DS Series Windows,DS12,Standard,Windows,,AP Southeast,446.76
D12/DS12,Virtual Machines,D/DS Series Windows,DS12,Standard,Windows,,EU North,354.78
D12/DS12,Virtual Machines,D/DS Series Windows,DS12,Standard,Windows,,EU West,408.07000000000005
D12/DS12,Virtual Machines,D/DS Series,DS12,Standard,BYOL,,EU North,281.78000000000003
D12/DS12,Virtual Machines,D/DS Series Windows,DS12,Standard,Windows,,US West,385.44
D12/DS12,Virtual Machines,D/DS Series,DS12,Standard,BYOL,,US West,281.78000000000003
D12/DS12,Virtual Machines,D/DS Series,DS12,Standard,BYOL,,AP Southeast,306.59999999999997
D12/DS12,Virtual Machines,D/DS Series,DS12,Standard,BYOL,,AP East,352.59
D13/DS13,Virtual Machines,D/DS Series Windows,DS13,Standard,Windows,,US East,770.88
D13/DS13,Virtual Machines,D/DS Series Windows,DS13,Standard,Windows,,EU West,816.1400000000001
D13/DS13,Virtual Machines,D/DS Series Windows,DS13,Standard,Windows,,US East 2,709.56
D13/DS13,Virtual Machines,D/DS Series,DS13,Standard,BYOL,,US West,562.83
D13/DS13,Virtual Machines,D/DS Series Windows,DS13,Standard,Windows,,US West,770.88
D13/DS13,Virtual Machines,D/DS Series Windows,DS13,Standard,Windows,,EU North,709.56
D13/DS13,Virtual Machines,D/DS Series,DS13,Standard,BYOL,,US East 2,506.61999999999995
D13/DS13,Virtual Machines,D/DS Series,DS13,Standard,BYOL,,EU West,646.05
D13/DS13,Virtual Machines,D/DS Series Windows,DS13,Standard,Windows,,AP Southeast,893.52
D13/DS13,Virtual Machines,D/DS Series Windows,DS13,Standard,Windows,,AP East,1027.1100000000001
D13/DS13,Virtual Machines,D/DS Series,DS13,Standard,BYOL,,EU North,562.83
D13/DS13,Virtual Machines,D/DS Series,DS13,Standard,BYOL,,US East,562.83
D13/DS13,Virtual Machines,D/DS Series,DS13,Standard,BYOL,,AP East,705.18
D13/DS13,Virtual Machines,D/DS Series,DS13,Standard,BYOL,,AP Southeast,613.1999999999999
D14/DS14,Virtual Machines,D/DS Series Windows,DS14,Standard,Windows,,EU West,1632.2800000000002
D14/DS14,Virtual Machines,D/DS Series,DS14,Standard,BYOL,,AP East,1410.36
D14/DS14,Virtual Machines,D/DS Series Windows,DS14,Standard,Windows,,US East 2,1419.12
D14/DS14,Virtual Machines,D/DS Series Windows,DS14,Standard,Windows,,US East,1541.0300000000002
D14/DS14,Virtual Machines,D/DS Series Windows,DS14,Standard,Windows,,AP Southeast,1786.31
D14/DS14,Virtual Machines,D/DS Series Windows,DS14,Standard,Windows,,EU North,1419.12
D14/DS14,Virtual Machines,D/DS Series Windows,DS14,Standard,Windows,,AP East,2054.2200000000003
D14/DS14,Virtual Machines,D/DS Series,DS14,Standard,BYOL,,AP Southeast,1226.3999999999999
D14/DS14,Virtual Machines,D/DS Series Windows,DS14,Standard,Windows,,US West,1541.0300000000002
D14/DS14,Virtual Machines,D/DS Series,DS14,Standard,BYOL,,EU West,1291.37
D14/DS14,Virtual Machines,D/DS Series,DS14,Standard,BYOL,,US West,1125.66
D14/DS14,Virtual Machines,D/DS Series,DS14,Standard,BYOL,,US East 2,1012.51
D14/DS14,Virtual Machines,D/DS Series,DS14,Standard,BYOL,,EU North,1125.66
D14/DS14,Virtual Machines,D/DS Series,DS14,Standard,BYOL,,US East,1125.66
D2/DS2,Virtual Machines,D/DS Series,DS2,Standard,BYOL,,US East,112.42
D2/DS2,Virtual Machines,D/DS Series,DS2,Standard,BYOL,,US East 2,97.82000000000001
D2/DS2,Virtual Machines,D/DS Series,DS2,Standard,BYOL,,EU North,106.58
D2/DS2,Virtual Machines,D/DS Series,DS2,Standard,BYOL,,AP East,164.25
D2/DS2,Virtual Machines,D/DS Series Windows,DS2,Standard,Windows,,US East,204.4
D2/DS2,Virtual Machines,D/DS Series,DS2,Standard,BYOL,,AP Southeast,143.08
D2/DS2,Virtual Machines,D/DS Series,DS2,Standard,BYOL,,US West,112.42
D2/DS2,Virtual Machines,D/DS Series Windows,DS2,Standard,Windows,,EU North,188.34
D2/DS2,Virtual Machines,D/DS Series,DS2,Standard,BYOL,,EU West,122.64
D2/DS2,Virtual Machines,D/DS Series Windows,DS2,Standard,Windows,,US West,204.4
D2/DS2,Virtual Machines,D/DS Series Windows,DS2,Standard,Windows,,US East 2,189.8
D2/DS2,Virtual Machines,D/DS Series Windows,DS2,Standard,Windows,,AP East,270.1
D2/DS2,Virtual Machines,D/DS Series Windows,DS2,Standard,Windows,,AP Southeast,235.06
D2/DS2,Virtual Machines,D/DS Series Windows,DS2,Standard,Windows,,EU West,216.81
D3/DS3,Virtual Machines,D/DS Series Windows,DS3,Standard,Windows,,EU North,376.68
D3/DS3,Virtual Machines,D/DS Series Windows,DS3,Standard,Windows,,AP East,540.93
D3/DS3,Virtual Machines,D/DS Series,DS3,Standard,BYOL,,US East 2,195.64000000000001
D3/DS3,Virtual Machines,D/DS Series,DS3,Standard,BYOL,,EU West,245.28
D3/DS3,Virtual Machines,D/DS Series Windows,DS3,Standard,Windows,,US East 2,379.6
D3/DS3,Virtual Machines,D/DS Series,DS3,Standard,BYOL,,AP East,329.23
D3/DS3,Virtual Machines,D/DS Series Windows,DS3,Standard,Windows,,AP Southeast,470.12
D3/DS3,Virtual Machines,D/DS Series,DS3,Standard,BYOL,,EU North,213.16
D3/DS3,Virtual Machines,D/DS Series Windows,DS3,Standard,Windows,,EU West,432.89
D3/DS3,Virtual Machines,D/DS Series,DS3,Standard,BYOL,,AP Southeast,286.16
D3/DS3,Virtual Machines,D/DS Series,DS3,Standard,BYOL,,US East,224.84
D3/DS3,Virtual Machines,D/DS Series Windows,DS3,Standard,Windows,,US East,408.8
D3/DS3,Virtual Machines,D/DS Series,DS3,Standard,BYOL,,US West,224.84
D3/DS3,Virtual Machines,D/DS Series Windows,DS3,Standard,Windows,,US West,408.8
D4/DS4,Virtual Machines,D/DS Series,DS4,Standard,BYOL,,EU North,426.32
D4/DS4,Virtual Machines,D/DS Series,DS4,Standard,BYOL,,US West,449.68
D4/DS4,Virtual Machines,D/DS Series Windows,DS4,Standard,Windows,,AP Southeast,940.24
D4/DS4,Virtual Machines,D/DS Series,DS4,Standard,BYOL,,AP Southeast,572.32
D4/DS4,Virtual Machines,D/DS Series Windows,DS4,Standard,Windows,,EU West,866.51
D4/DS4,Virtual Machines,D/DS Series,DS4,Standard,BYOL,,US East,449.68
D4/DS4,Virtual Machines,D/DS Series,DS4,Standard,BYOL,,AP East,658.46
D4/DS4,Virtual Machines,D/DS Series,DS4,Standard,BYOL,,EU West,490.56
D4/DS4,Virtual Machines,D/DS Series Windows,DS4,Standard,Windows,,AP East,1081.13
D4/DS4,Virtual Machines,D/DS Series Windows,DS4,Standard,Windows,,US East 2,759.2
D4/DS4,Virtual Machines,D/DS Series Windows,DS4,Standard,Windows,,EU North,753.36
D4/DS4,Virtual Machines,D/DS Series Windows,DS4,Standard,Windows,,US East,817.6
D4/DS4,Virtual Machines,D/DS Series,DS4,Standard,BYOL,,US East 2,391.28000000000003
D4/DS4,Virtual Machines,D/DS Series Windows,DS4,Standard,Windows,,US West,817.6
F1/F1s,Virtual Machines,F/FS Series,F1,Standard,BYOL,,EU West,41.464000000000006
F1/F1s,Virtual Machines,F/FS Series,F1,Standard,BYOL,,AP Southeast,42.121
F1/F1s,Virtual Machines,F/FS Series Windows,F1,Standard,Windows,,US East 2,69.86099999999999
F1/F1s,Virtual Machines,F/FS Series Windows,F1,Standard,Windows,,US East,69.86099999999999
F1/F1s,Virtual Machines,F/FS Series,F1,Standard,BYOL,,US West 2,36.281
F1/F1s,Virtual Machines,F/FS Series,F1,Standard,BYOL,,EU North,41.318
F1/F1s,Virtual Machines,F/FS Series,F1,Standard,BYOL,,US East 2,36.281
F1/F1s,Virtual Machines,F/FS Series Windows,F1,Standard,Windows,,US West 2,69.86099999999999
F1/F1s,Virtual Machines,F/FS Series,F1,Standard,BYOL,,US East,36.281
F1/F1s,Virtual Machines,F/FS Series Windows,F1,Standard,Windows,,AP Southeast,75.92
F1/F1s,Virtual Machines,F/FS Series,F1,Standard,BYOL,,US West,45.26
F1/F1s,Virtual Machines,F/FS Series Windows,F1,Standard,Windows,,EU West,75.19
F1/F1s,Virtual Machines,F/FS Series Windows,F1,Standard,Windows,,AP East,94.17
F1/F1s,Virtual Machines,F/FS Series Windows,F1,Standard,Windows,,US West,78.84
F1/F1s,Virtual Machines,F/FS Series,F1,Standard,BYOL,,AP East,52.559999999999995
F1/F1s,Virtual Machines,F/FS Series Windows,F1,Standard,Windows,,EU North,74.46
F16/F16s,Virtual Machines,F/FS Series Windows,F16,Standard,Windows,,US West,1264.36
F16/F16s,Virtual Machines,F/FS Series Windows,F16,Standard,Windows,,US East 2,1118.3600000000001
F16/F16s,Virtual Machines,F/FS Series,F16,Standard,BYOL,,US West,727.08
F16/F16s,Virtual Machines,F/FS Series Windows,F16,Standard,Windows,,AP East,1512.56
F16/F16s,Virtual Machines,F/FS Series,F16,Standard,BYOL,,US East 2,581.08
F16/F16s,Virtual Machines,F/FS Series Windows,F16,Standard,Windows,,EU West,1200.85
F16/F16s,Virtual Machines,F/FS Series,F16,Standard,BYOL,,AP Southeast,674.52
F16/F16s,Virtual Machines,F/FS Series Windows,F16,Standard,Windows,,AP Southeast,1211.8
F16/F16s,Virtual Machines,F/FS Series,F16,Standard,BYOL,,EU North,660.65
F16/F16s,Virtual Machines,F/FS Series Windows,F16,Standard,Windows,,US East,1118.3600000000001
F16/F16s,Virtual Machines,F/FS Series,F16,Standard,BYOL,,US West 2,581.08
F16/F16s,Virtual Machines,F/FS Series Windows,F16,Standard,Windows,,US West 2,1118.3600000000001
F16/F16s,Virtual Machines,F/FS Series,F16,Standard,BYOL,,AP East,843.15
F16/F16s,Virtual Machines,F/FS Series,F16,Standard,BYOL,,US East,581.08
F16/F16s,Virtual Machines,F/FS Series,F16,Standard,BYOL,,EU West,663.57
F16/F16s,Virtual Machines,F/FS Series Windows,F16,Standard,Windows,,EU North,1191.36
F16/F16s,Virtual Machines,F/FS Series Windows,F16s,Standard,Windows,,US West,1264.36
F16/F16s,Virtual Machines,F/FS Series Windows,F16s,Standard,Windows,,US East 2,1118.3600000000001
F16/F16s,Virtual Machines,F/FS Series,F16s,Standard,BYOL,,US West,727.08
F16/F16s,Virtual Machines,F/FS Series Windows,F16s,Standard,Windows,,AP East,1512.56
F16/F16s,Virtual Machines,F/FS Series,F16s,Standard,BYOL,,US East 2,581.08
